0	0	0
0.0078125	0	0
0.015625	0	0
0.0234375	0	0
0.03125	0	0
0.0390625	0	0
0.046875	0	0
0.0546875	0	0
0.0625	0	0
0.0703125	0	0
0.078125	0	0
0.0859375	0	0
0.09375	0	0
0.101562	0	0
0.109375	0	0
0.117188	0	0
0.125	0	0
0.132812	0	0
0.140625	0	0
0.148438	0	0
0.15625	0	0
0.164062	0	0
0.171875	0	0
0.179688	0	0
0.1875	0	0
0.195312	0	0
0.203125	0	0
0.210938	0	0
0.21875	0	0
0.226562	0	0
0.234375	0	0
0.242188	0	0
0.25	0	0
0.257812	0	0
0.265625	0	0
0.273438	0	0
0.28125	0	0
0.289062	0	0
0.296875	0	0
0.304688	0	0
0.3125	0	0
0.320312	0	0
0.328125	0	0
0.335938	0	0
0.34375	0	0
0.351562	0	0
0.359375	0	0
0.367188	0	0
0.375	0	0
0.382812	0	0
0.390625	0	0
0.398438	0	0
0.40625	0	0
0.414062	0	0
0.421875	0	0
0.429688	0	0
0.4375	0	0
0.445312	0	0
0.453125	0	0
0.460938	0	0
0.46875	0	0
0.476562	0	0
0.484375	0	0
0.492188	0	0
0.5	0	0
0.507812	0	0
0.515625	0	0
0.523438	0	0
0.53125	0	0
0.539062	0	0
0.546875	0	0
0.554688	0	0
0.5625	0	0
0.570312	0	0
0.578125	0	0
0.585938	0	0
0.59375	0	0
0.601562	0	0
0.609375	0	0
0.617188	0	0
0.625	0	0
0.632812	0	0
0.640625	0	0
0.648438	0	0
0.65625	0	0
0.664062	0	0
0.671875	0	0
0.679688	0	0
0.6875	0	0
0.695312	0	0
0.703125	0	0
0.710938	0	0
0.71875	0	0
0.726562	0	0
0.734375	0	0
0.742188	0	0
0.75	0	0
0.757812	0	0
0.765625	0	0
0.773438	0	0
0.78125	0	0
0.789062	0	0
0.796875	0	0
0.804688	0	0
0.8125	0	0
0.820312	0	0
0.828125	0	0
0.835938	0	0
0.84375	0	0
0.851562	0	0
0.859375	0	0
0.867188	0	0
0.875	0	0
0.882812	0	0
0.890625	0	0
0.898438	0	0
0.90625	0	0
0.914062	0	0
0.921875	0	0
0.929688	0	0
0.9375	0	0
0.945312	0	0
0.953125	0	0
0.960938	0	0
0.96875	0	0
0.976562	0	0
0.984375	0	0
0.992188	0	0
1	0	0
0	0.0078125	0
0.0078125	0.0078125	0.000567755
0.015625	0.0078125	0.00113551
0.0234375	0.0078125	0.00170254
0.03125	0.0078125	0.00226888
0.0390625	0.0078125	0.00283379
0.046875	0.0078125	0.00339732
0.0546875	0.0078125	0.00395874
0.0625	0.0078125	0.00451808
0.0703125	0.0078125	0.00507461
0.078125	0.0078125	0.00562836
0.0859375	0.0078125	0.00617861
0.09375	0.0078125	0.00672538
0.101562	0.0078125	0.00726797
0.109375	0.0078125	0.00780639
0.117188	0.0078125	0.00833998
0.125	0.0078125	0.00886876
0.132812	0.0078125	0.0093921
0.140625	0.0078125	0.00990996
0.148438	0.0078125	0.0104217
0.15625	0.0078125	0.0109273
0.164062	0.0078125	0.0114261
0.171875	0.0078125	0.0119181
0.179688	0.0078125	0.0124027
0.1875	0.0078125	0.01288
0.195312	0.0078125	0.0133493
0.203125	0.0078125	0.0138106
0.210938	0.0078125	0.0142633
0.21875	0.0078125	0.0147076
0.226562	0.0078125	0.0151427
0.234375	0.0078125	0.0155688
0.242188	0.0078125	0.0159853
0.25	0.0078125	0.0163923
0.257812	0.0078125	0.0167892
0.265625	0.0078125	0.0171766
0.273438	0.0078125	0.0175534
0.28125	0.0078125	0.0179202
0.289062	0.0078125	0.0182759
0.296875	0.0078125	0.018621
0.304688	0.0078125	0.0189546
0.3125	0.0078125	0.0192772
0.320312	0.0078125	0.0195879
0.328125	0.0078125	0.0198871
0.335938	0.0078125	0.020174
0.34375	0.0078125	0.0204491
0.351562	0.0078125	0.0207115
0.359375	0.0078125	0.0209617
0.367188	0.0078125	0.0211989
0.375	0.0078125	0.0214238
0.382812	0.0078125	0.0216355
0.390625	0.0078125	0.0218345
0.398438	0.0078125	0.02202
0.40625	0.0078125	0.0221925
0.414062	0.0078125	0.0223512
0.421875	0.0078125	0.0224966
0.429688	0.0078125	0.0226281
0.4375	0.0078125	0.0227462
0.445312	0.0078125	0.0228502
0.453125	0.0078125	0.0229407
0.460938	0.0078125	0.0230171
0.46875	0.0078125	0.0230799
0.476562	0.0078125	0.0231284
0.484375	0.0078125	0.0231633
0.492188	0.0078125	0.0231839
0.5	0.0078125	0.023191
0.507812	0.0078125	0.0231839
0.515625	0.0078125	0.0231633
0.523438	0.0078125	0.0231284
0.53125	0.0078125	0.0230799
0.539062	0.0078125	0.0230171
0.546875	0.0078125	0.0229407
0.554688	0.0078125	0.0228502
0.5625	0.0078125	0.0227462
0.570312	0.0078125	0.0226281
0.578125	0.0078125	0.0224966
0.585938	0.0078125	0.0223512
0.59375	0.0078125	0.0221925
0.601562	0.0078125	0.02202
0.609375	0.0078125	0.0218345
0.617188	0.0078125	0.0216355
0.625	0.0078125	0.0214238
0.632812	0.0078125	0.0211989
0.640625	0.0078125	0.0209617
0.648438	0.0078125	0.0207115
0.65625	0.0078125	0.0204491
0.664062	0.0078125	0.020174
0.671875	0.0078125	0.0198871
0.679688	0.0078125	0.0195879
0.6875	0.0078125	0.0192772
0.695312	0.0078125	0.0189546
0.703125	0.0078125	0.018621
0.710938	0.0078125	0.0182759
0.71875	0.0078125	0.0179202
0.726562	0.0078125	0.0175534
0.734375	0.0078125	0.0171766
0.742188	0.0078125	0.0167892
0.75	0.0078125	0.0163923
0.757812	0.0078125	0.0159853
0.765625	0.0078125	0.0155688
0.773438	0.0078125	0.0151427
0.78125	0.0078125	0.0147076
0.789062	0.0078125	0.0142633
0.796875	0.0078125	0.0138106
0.804688	0.0078125	0.0133493
0.8125	0.0078125	0.01288
0.820312	0.0078125	0.0124027
0.828125	0.0078125	0.0119181
0.835938	0.0078125	0.0114261
0.84375	0.0078125	0.0109273
0.851562	0.0078125	0.0104217
0.859375	0.0078125	0.00990996
0.867188	0.0078125	0.0093921
0.875	0.0078125	0.00886876
0.882812	0.0078125	0.00833998
0.890625	0.0078125	0.00780639
0.898438	0.0078125	0.00726797
0.90625	0.0078125	0.00672538
0.914062	0.0078125	0.00617861
0.921875	0.0078125	0.00562836
0.929688	0.0078125	0.00507461
0.9375	0.0078125	0.00451808
0.945312	0.0078125	0.00395874
0.953125	0.0078125	0.00339732
0.960938	0.0078125	0.00283379
0.96875	0.0078125	0.00226888
0.976562	0.0078125	0.00170254
0.984375	0.0078125	0.00113551
0.992188	0.0078125	0.000567755
1	0.0078125	0
0	0.015625	0
0.0078125	0.015625	0.00113622
0.015625	0.015625	0.00227172
0.0234375	0.015625	0.00340652
0.03125	0.015625	0.00453918
0.0390625	0.015625	0.00566974
0.046875	0.015625	0.00679676
0.0546875	0.015625	0.00792032
0.0625	0.015625	0.00903895
0.0703125	0.015625	0.0101527
0.078125	0.015625	0.0112602
0.0859375	0.015625	0.0123614
0.09375	0.015625	0.0134549
0.101562	0.015625	0.0145408
0.109375	0.015625	0.0156176
0.117188	0.015625	0.0166854
